OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
209951|66697|20|7|6|13.0|15.0|6|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209952|66697|150|9|5|16.0|15.0|5|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209953|66697|63|7|3|25.0|15.0|3|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209954|66697|183|7|150|2.74|15.0|150|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209955|66698|173|7|90|105.0|15.0|90|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209956|66698|164|7|10|112.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209957|66698|5|7|2|32.0|15.0|2|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209958|66699|15|9|10|240.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209959|66699|38|7|6|13.0|15.0|6|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209960|66699|53|7|8|13.0|15.0|8|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209961|66699|46|7|10|13.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209962|66699|52|7|1|13.0|15.0|1|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209963|66700|211|7|50|4.1|15.0|50|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209964|66700|154|7|10|20.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209965|66701|6|7|8|32.0|15.0|8|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209966|66701|218|7|30|37.5|15.0|30|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209967|66701|182|7|150|1.28|15.0|150|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209968|66702|145|7|96|18.0|15.0|96|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209969|66702|216|7|30|12.5|15.0|30|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209970|66703|116|7|9|34.0|15.0|9|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209971|66703|12|7|10|3.2|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209972|66703|23|7|8|13.0|15.0|8|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209973|66703|164|7|60|112.0|15.0|60|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209974|66704|108|7|1|25.0|15.0|1|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209975|66704|88|7|96|18.0|15.0|96|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209976|66705|190|7|140|3.5|15.0|140|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209977|66705|164|7|30|112.0|15.0|30|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209978|66705|84|7|108|18.0|15.0|108|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209979|66706|144|7|24|18.0|15.0|24|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209980|66706|68|7|1|230.0|15.0|1|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209981|66706|41|7|9|13.0|15.0|9|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209982|66706|120|7|10|32.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209983|66707|128|7|5|32.0|15.0|5|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209984|66707|134|7|10|32.0|15.0|10|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209985|66707|168|7|70|29.0|15.0|70|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209986|66707|92|7|60|18.0|15.0|60|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209987|66707|123|7|8|32.0|15.0|8|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209988|66708|48|7|1|13.0|15.0|1|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209989|66708|189|7|78|2.9|15.0|78|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209990|66708|153|7|30|4.5|15.0|30|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209991|66708|72|7|3|230.0|15.0|3|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209992|66709|212|7|90|4.3|15.0|90|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209993|66709|53|7|5|13.0|15.0|5|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209994|66709|62|7|6|25.0|15.0|6|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209995|66710|15|9|1|240.0|15.0|1|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209996|66710|187|7|75|0.95|15.0|75|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209997|66710|214|7|4|90.0|15.0|4|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209998|66710|94|7|48|18.0|15.0|48|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
209999|66710|19|7|5|13.0|15.0|5|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
210000|66711|124|7|4|32.0|15.0|4|2016-02-16 11:00:00.0000000|17|2016-02-16 11:00:00.0000000
