OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
74001|23318|65|7|1|30.0|15.0|1|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74002|23318|188|7|250|0.66|15.0|250|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74003|23318|87|7|96|18.0|15.0|96|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74004|23319|29|7|4|13.0|15.0|4|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74005|23319|64|7|8|30.0|15.0|8|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74006|23319|164|7|90|112.0|15.0|90|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74007|23320|9|7|1|32.0|15.0|1|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74008|23320|62|7|4|25.0|15.0|4|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74009|23320|81|7|108|18.0|15.0|108|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74010|23321|28|7|7|13.0|15.0|7|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74011|23321|194|7|72|4.1|15.0|72|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74012|23322|205|7|60|32.0|15.0|60|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74013|23322|158|7|10|105.0|15.0|10|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74014|23322|35|7|8|13.0|15.0|8|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74015|23323|144|7|108|18.0|15.0|108|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74016|23323|134|7|7|32.0|15.0|7|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74017|23323|191|7|180|3.7|15.0|180|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
74018|23323|74|7|2|285.0|15.0|2|2014-03-11 11:00:00.0000000|6|2014-03-11 11:00:00.0000000
