OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
136172|43091|176|7|10|240.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136173|43091|94|7|84|18.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136174|43193|95|7|120|18.0|15.0|0||6|2015-02-12 12:00:00.0000000
136175|43092|67|7|9|230.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136176|43093|213|7|4|87.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136177|43093|138|10|48|5.0|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136178|43094|13|7|10|32.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136179|43094|11|7|5|32.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136180|43094|175|7|10|240.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136181|43094|115|7|3|34.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136182|43095|31|7|8|13.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136183|43095|35|7|7|13.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136184|43095|151|9|3|16.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136185|43096|110|7|2|25.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136186|43096|12|7|5|32.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136187|43096|35|7|4|13.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136188|43097|125|7|8|32.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136189|43097|183|7|75|2.74|15.0|75|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136190|43097|54|7|9|13.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136191|43098|29|7|2|13.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136192|43098|28|7|2|13.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136193|43098|207|7|84|2.7|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136194|43098|108|7|2|25.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136195|43099|49|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136196|43099|5|7|10|32.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136197|43099|212|7|70|4.3|15.0|70|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136198|43099|144|7|48|18.0|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136199|43100|44|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136200|43100|211|7|60|4.1|15.0|60|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136201|43100|111|7|5|30.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136202|43100|10|7|2|32.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136203|43100|80|7|48|18.0|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136204|43101|2|7|6|25.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136205|43101|196|7|48|4.1|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136206|43101|141|10|72|5.0|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136207|43101|39|7|4|13.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136208|43101|52|7|2|13.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136209|43102|74|7|3|285.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136210|43194|77|7|120|18.0|15.0|0||6|2015-02-12 12:00:00.0000000
136211|43103|141|10|120|5.0|15.0|120|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136212|43103|19|7|2|13.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136213|43103|30|7|3|13.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136214|43103|172|7|30|48.0|15.0|30|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136215|43103|111|7|2|30.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136216|43104|24|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136217|43104|199|7|216|3.7|15.0|216|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136218|43104|12|7|4|32.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136219|43105|66|7|5|45.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136220|43105|167|7|80|99.0|15.0|80|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136221|43105|44|7|7|13.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136222|43105|121|7|3|32.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136223|43106|150|9|6|16.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136224|43106|88|7|120|18.0|15.0|120|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136225|43107|49|7|9|13.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136226|43107|182|7|175|1.28|15.0|175|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136227|43107|72|7|1|230.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136228|43107|197|7|48|3.7|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136229|43108|173|7|80|105.0|15.0|80|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136230|43108|53|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136231|43108|194|7|24|4.1|15.0|24|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136232|43108|186|7|225|2.1|15.0|225|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136233|43109|47|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136234|43109|87|7|84|18.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136235|43195|193|7|72|3.7|15.0|72|2015-02-17 11:00:00.0000000|16|2015-02-17 11:00:00.0000000
136236|43109|155|7|40|24.0|15.0|40|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136237|43109|71|7|9|230.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136238|43110|90|7|12|18.0|15.0|12|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136239|43110|139|10|60|5.0|15.0|60|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136240|43110|173|7|40|105.0|15.0|40|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136241|43110|91|7|84|18.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136242|43111|7|7|7|32.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136243|43111|21|7|1|13.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136244|43196|80|7|96|18.0|15.0|96|2015-06-12 11:00:00.0000000|6|2015-06-12 11:00:00.0000000
136245|43112|119|7|1|32.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136246|43112|72|7|5|230.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136247|43112|191|7|108|3.7|15.0|108|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136248|43113|191|7|180|3.7|15.0|180|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136249|43113|42|7|2|13.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136250|43113|22|7|9|13.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136251|43113|74|7|5|285.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136252|43114|125|7|4|32.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136253|43114|190|7|80|3.5|15.0|80|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136254|43114|189|7|104|2.9|15.0|104|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136255|43114|177|7|250|1.05|15.0|250|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136256|43115|11|7|4|32.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136257|43115|126|7|9|32.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136258|43115|153|7|30|4.5|15.0|30|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136259|43115|196|7|72|4.1|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136260|43115|105|7|5|35.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136261|43116|91|7|108|18.0|15.0|108|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136262|43116|38|7|4|13.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136263|43116|53|7|3|13.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136264|43116|92|7|36|18.0|15.0|36|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136265|43117|66|7|4|45.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136266|43117|197|7|72|3.7|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136267|43117|103|7|10|35.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136268|43118|51|7|1|13.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136269|43118|58|7|6|25.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136270|43118|203|7|10|32.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136271|43118|189|7|182|2.9|15.0|182|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136272|43119|96|7|60|18.0|15.0|60|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136273|43119|156|7|20|15.0|15.0|20|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136274|43119|90|7|12|18.0|15.0|12|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136275|43119|69|7|6|230.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136276|43120|166|7|40|42.0|15.0|40|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136277|43197|80|7|120|18.0|15.0|120|2020-07-20 11:00:00.0000000|6|2020-07-20 11:00:00.0000000
136278|43120|49|7|9|13.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136279|43120|156|7|100|15.0|15.0|100|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136280|43120|5|7|3|32.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136281|43121|1|7|10|25.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136282|43121|8|9|10|240.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136283|43121|197|7|24|3.7|15.0|24|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136284|43122|172|7|90|48.0|15.0|90|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136285|43122|176|7|7|240.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136286|43123|26|7|4|13.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136287|43123|94|7|24|18.0|15.0|24|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136288|43123|183|7|150|2.74|15.0|150|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136289|43123|212|7|10|4.3|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136290|43124|1|7|9|25.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136291|43124|172|7|20|48.0|15.0|20|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136292|43124|162|7|10|22.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136293|43125|118|7|7|32.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136294|43125|94|7|72|18.0|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136295|43126|21|7|7|13.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136296|43126|129|7|6|32.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136297|43126|2|7|3|25.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136298|43126|127|7|2|32.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136299|43127|199|7|168|3.7|15.0|168|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136300|43127|88|7|12|18.0|15.0|12|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136301|43127|192|7|144|4.1|15.0|144|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136302|43127|197|7|192|3.7|15.0|192|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136303|43198|95|7|96|18.0|15.0|96|2015-06-26 11:00:00.0000000|7|2015-06-26 11:00:00.0000000
136304|43128|151|9|10|16.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136305|43128|50|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136306|43128|47|7|6|13.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136307|43129|148|7|108|18.0|15.0|108|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136308|43129|123|7|6|32.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136309|43130|60|7|9|25.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136310|43130|148|7|12|18.0|15.0|12|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136311|43130|108|7|6|25.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136312|43130|139|10|84|5.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136313|43130|124|7|3|32.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136314|43131|34|7|5|13.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136315|43131|92|7|36|18.0|15.0|36|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136316|43131|74|7|9|285.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136317|43131|73|7|9|285.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136318|43132|56|7|3|13.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136319|43132|149|7|96|18.0|15.0|96|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136320|43133|185|7|25|2.04|15.0|25|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136321|43133|151|9|5|16.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136322|43133|159|7|100|18.0|15.0|100|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136323|43133|58|7|10|25.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136324|43133|170|7|90|102.0|15.0|90|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136325|43134|170|7|30|102.0|15.0|30|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136326|43134|120|7|10|32.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136327|43134|107|7|3|25.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136328|43134|72|7|9|230.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136329|43135|183|7|75|2.74|15.0|75|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136330|43135|208|7|72|2.7|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136331|43135|179|7|200|1.05|15.0|200|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136332|43136|79|7|36|18.0|15.0|36|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136333|43136|66|7|5|45.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136334|43137|146|7|84|18.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136335|43137|5|7|5|32.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136336|43138|206|7|48|2.7|15.0|48|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136337|43138|67|7|3|230.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136338|43138|203|7|50|32.0|15.0|50|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136339|43138|58|7|4|25.0|15.0|4|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136340|43139|124|7|3|32.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136341|43139|113|7|5|30.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136342|43139|208|7|72|2.7|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136343|43139|214|7|1|90.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136344|43140|151|9|2|16.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136345|43140|165|7|40|26.0|15.0|40|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136346|43141|108|7|3|25.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136347|43141|136|7|7|32.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136348|43141|71|7|8|230.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136349|43141|34|7|8|13.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136350|43141|190|7|120|3.5|15.0|120|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136351|43142|218|7|80|37.5|15.0|80|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136352|43142|69|7|6|230.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136353|43142|88|7|36|18.0|15.0|36|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136354|43143|209|7|25|1.89|15.0|25|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136355|43143|177|7|25|1.05|15.0|25|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136356|43143|199|7|72|3.7|15.0|72|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136357|43143|4|7|5|32.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136358|43143|141|10|24|5.0|15.0|24|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136359|43144|84|7|84|18.0|15.0|84|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136360|43144|68|7|9|230.0|15.0|9|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136361|43145|59|7|8|25.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136362|43145|20|7|10|13.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136363|43146|33|7|8|13.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136364|43146|60|7|2|25.0|15.0|2|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136365|43199|98|7|36|18.0|15.0|36|2015-02-16 11:00:00.0000000|2|2015-02-16 11:00:00.0000000
136366|43146|23|7|5|13.0|15.0|5|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136367|43147|155|7|30|24.0|15.0|30|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136368|43147|131|7|3|32.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136369|43148|159|7|70|18.0|15.0|70|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136370|43148|110|7|8|25.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136371|43148|4|7|7|32.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136372|43148|20|7|3|13.0|15.0|3|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136373|43148|156|7|70|15.0|15.0|70|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136374|43149|34|7|8|13.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136375|43149|84|7|96|18.0|15.0|96|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136376|43150|16|7|1|13.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136377|43150|74|7|10|285.0|15.0|10|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136378|43150|146|7|96|18.0|15.0|96|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136379|43150|104|7|6|35.0|15.0|6|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136380|43151|207|7|96|2.7|15.0|96|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136381|43151|113|7|8|30.0|15.0|8|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136382|43151|181|7|50|1.14|15.0|50|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136383|43151|205|7|90|32.0|15.0|90|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136384|43152|117|7|7|34.0|15.0|7|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
136385|43152|7|7|1|32.0|15.0|1|2015-02-12 11:00:00.0000000|15|2015-02-12 11:00:00.0000000
