OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
326001|103821|159|7|100|18.0|15.0|100|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326002|103822|11|7|10|32.0|15.0|10|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326003|103822|19|7|10|13.0|15.0|10|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326004|103822|164|7|50|112.0|15.0|50|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326005|103822|140|10|60|5.0|15.0|60|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326006|103823|82|7|48|18.0|15.0|48|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326007|103823|209|7|25|1.89|15.0|25|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326008|103823|67|7|9|230.0|15.0|9|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326009|103868|80|7|96|18.0|15.0|96|2019-04-29 11:00:00.0000000|11|2019-04-29 11:00:00.0000000
326010|103823|183|7|100|2.74|15.0|100|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326011|103824|124|7|10|32.0|15.0|10|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326012|103824|84|7|72|18.0|15.0|72|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326013|103824|176|7|7|240.0|15.0|7|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326014|103824|92|7|12|18.0|15.0|12|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326015|103824|183|7|125|2.74|15.0|125|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326016|103825|69|7|4|230.0|15.0|4|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326017|103825|61|7|3|25.0|15.0|3|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326018|103825|32|7|9|13.0|15.0|9|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326019|103826|104|7|8|35.0|15.0|8|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326020|103826|112|7|5|30.0|15.0|5|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326021|103826|66|7|3|45.0|15.0|3|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326022|103827|97|7|60|18.0|15.0|60|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326023|103827|186|7|150|2.1|15.0|150|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326024|103828|33|7|8|13.0|15.0|8|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326025|103828|121|7|2|32.0|15.0|2|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326026|103829|5|7|2|32.0|15.0|2|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326027|103829|200|7|144|4.1|15.0|144|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326028|103830|171|7|30|32.0|15.0|30|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
326029|103830|70|7|5|230.0|15.0|5|2017-09-02 11:00:00.0000000|17|2017-09-02 11:00:00.0000000
