OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
121725|1070|13|8|3270||2018-05-24|2018-05-25 00:00:00.0000000|18097|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121726|411|16|8|2021||2018-05-24|2018-05-25 00:00:00.0000000|16447|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121727|481|15|8|2161||2018-05-24|2018-05-25 00:00:00.0000000|17750|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121728|946|15|8|3146||2018-05-24|2018-05-25 00:00:00.0000000|16714|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121729|457|16|8|2113||2018-05-24|2018-05-25 00:00:00.0000000|15833|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121730|598|14|8|2395||2018-05-24|2018-05-25 00:00:00.0000000|10954|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121731|512|13|8|2223||2018-05-24|2018-05-25 00:00:00.0000000|10480|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121732|188|14|8|1375||2018-05-24|2018-05-25 00:00:00.0000000|17667|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121733|839|20|8|3039||2018-05-24|2018-05-25 00:00:00.0000000|15436|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121734|947|3|8|3147||2018-05-24|2018-05-25 00:00:00.0000000|17448|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121735|435|14|8|2069||2018-05-24|2018-05-25 00:00:00.0000000|10607|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121736|476|15|8|2151||2018-05-24|2018-05-25 00:00:00.0000000|10920|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121737|184|7|8|1367||2018-05-24|2018-05-25 00:00:00.0000000|15621|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121738|903|16|8|3103||2018-05-24|2018-05-25 00:00:00.0000000|19243|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121739|981|15|8|3181||2018-05-24|2018-05-25 00:00:00.0000000|18800|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121740|476|15|8|2151||2018-05-24|2018-05-25 00:00:00.0000000|13740|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121741|496|20|8|2191||2018-05-24|2018-05-25 00:00:00.0000000|10464|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121742|526|3|8|2251||2018-05-24|2018-05-25 00:00:00.0000000|16335|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121743|1010|2|8|3210||2018-05-24|2018-05-25 00:00:00.0000000|16610|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121744|930|7|8|3130||2018-05-24|2018-05-25 00:00:00.0000000|17743|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121745|832|7|8|3032||2018-05-24|2018-05-25 00:00:00.0000000|12430|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121746|187|8|8|1373||2018-05-24|2018-05-25 00:00:00.0000000|10965|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121747|32|7|8|1063||2018-05-24|2018-05-25 00:00:00.0000000|11561|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121748|111|15||1221|121798|2018-05-24|2018-05-25 00:00:00.0000000|14025|True||||2018-05-24 12:00:00.0000000|10|2018-05-24 12:00:00.0000000
121749|934|2|8|3134||2018-05-24|2018-05-25 00:00:00.0000000|14546|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121750|172|13|8|1343||2018-05-24|2018-05-25 00:00:00.0000000|15489|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121751|534|13|8|2267||2018-05-24|2018-05-25 00:00:00.0000000|18594|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
121752|500|7|8|2199||2018-05-24|2018-05-25 00:00:00.0000000|15870|True||||2018-05-24 11:00:00.0000000|8|2018-05-24 11:00:00.0000000
