OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
368001|117264|166|7|10|42.0|15.0|10|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368002|117264|55|7|5|13.0|15.0|5|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368003|117264|64|7|4|30.0|15.0|4|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368004|117265|65|7|1|30.0|15.0|1|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368005|117265|152|9|2|16.0|15.0|2|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368006|117265|169|7|60|45.0|15.0|60|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368007|117266|93|7|84|18.0|15.0|84|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368008|117266|97|7|60|18.0|15.0|60|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368009|117267|112|7|9|30.0|15.0|9|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368010|117267|3|7|40|18.5|15.0|40|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368011|117267|199|7|240|3.7|15.0|240|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368012|117267|61|7|7|25.0|15.0|7|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368013|117268|11|7|3|32.0|15.0|3|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368014|117268|159|7|70|18.0|15.0|70|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368015|117268|214|7|8|90.0|15.0|8|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368016|117268|128|7|5|32.0|15.0|5|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368017|117268|147|7|24|18.0|15.0|24|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368018|117269|128|7|4|32.0|15.0|4|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368019|117269|189|7|260|2.9|15.0|260|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368020|117270|138|10|60|5.0|15.0|60|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368021|117270|118|7|2|32.0|15.0|2|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368022|117270|145|7|120|18.0|15.0|120|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368023|117270|111|7|3|30.0|15.0|3|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368024|117270|156|7|20|15.0|15.0|20|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368025|117271|61|7|9|25.0|15.0|9|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368026|117271|149|7|96|18.0|15.0|96|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368027|117271|177|7|175|1.05|15.0|175|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368028|117271|71|7|9|230.0|15.0|9|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368029|117272|15|9|5|240.0|15.0|5|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368030|117272|56|7|1|13.0|15.0|1|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368031|117272|73|7|4|285.0|15.0|4|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368032|117272|220|1|120|8.55|10.0|120|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368033|117272|153|7|60|4.5|15.0|60|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
368034|117273|138|10|96|5.0|15.0|96|2018-03-19 11:00:00.0000000|14|2018-03-19 11:00:00.0000000
