OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
594493|189991|225|1|192|8.55|10.0|192|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594494|189991|96|7|60|18.0|15.0|60|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594495|189991|14|7|8|32.0|15.0|8|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594496|189992|158|7|30|105.0|15.0|30|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594497|189992|106|7|1|35.0|15.0|1|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594498|189993|152|9|2|16.0|15.0|2|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594499|189993|43|7|6|13.0|15.0|6|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594500|189993|57|7|9|13.0|15.0|9|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594501|189994|162|7|30|22.0|15.0|30|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594502|189994|157|7|20|30.0|15.0|20|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594503|189994|170|7|20|102.0|15.0|20|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594504|189995|154|7|40|20.0|15.0|40|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594505|189995|158|7|20|105.0|15.0|20|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594506|189995|47|7|5|13.0|15.0|5|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594507|189996|12|7|5|32.0|15.0|5|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594508|189996|162|7|100|22.0|15.0|100|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594509|189997|96|7|96|18.0|15.0|96|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594510|190036|98|7|36|18.0|15.0|36|2021-03-23 11:00:00.0000000|7|2021-03-23 11:00:00.0000000
594511|189997|40|7|2|13.0|15.0|2|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594512|189998|100|7|72|18.0|15.0|72|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594513|189998|88|7|84|18.0|15.0|84|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594514|189998|64|7|7|30.0|15.0|7|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594515|189998|2|7|2|25.0|15.0|2|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594516|189999|82|7|72|18.0|15.0|72|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594517|189999|164|7|50|112.0|15.0|50|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594518|190000|85|7|108|18.0|15.0|108|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594519|190000|110|7|3|25.0|15.0|3|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594520|190000|201|7|144|3.7|15.0|144|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594521|190001|22|7|5|13.0|15.0|5|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594522|190001|96|7|12|18.0|15.0|12|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594523|190001|157|7|80|30.0|15.0|80|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594524|190001|72|7|10|230.0|15.0|10|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594525|190002|81|7|96|18.0|15.0|96|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594526|190002|91|7|36|18.0|15.0|36|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594527|190002|124|7|1|32.0|15.0|1|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594528|190002|14|7|8|32.0|15.0|8|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594529|190002|18|7|2|13.0|15.0|2|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594530|190003|73|7|4|285.0|15.0|4|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594531|190003|106|7|3|35.0|15.0|3|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594532|190003|126|7|1|32.0|15.0|1|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594533|190003|110|7|3|25.0|15.0|3|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594534|190003|172|7|80|48.0|15.0|80|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594535|190004|50|7|2|13.0|15.0|2|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594536|190004|39|7|3|13.0|15.0|3|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594537|190004|149|7|48|18.0|15.0|48|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594538|190037|199|7|144|3.7|15.0|144|2021-04-09 11:00:00.0000000|16|2021-04-09 11:00:00.0000000
594539|190005|164|7|90|112.0|15.0|90|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594540|190005|187|7|150|0.95|15.0|150|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594541|190005|60|7|5|25.0|15.0|5|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594542|190005|136|7|6|32.0|15.0|6|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
594543|190005|174|7|8|240.0|15.0|8|2021-03-18 11:00:00.0000000|2|2021-03-18 11:00:00.0000000
