OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
204966|65072|62|7|5|25.0|15.0|5|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204967|65072|14|7|7|32.0|15.0|7|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204968|65072|149|7|120|18.0|15.0|120|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204969|65073|213|7|6|87.0|15.0|6|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204970|65073|22|7|1|13.0|15.0|1|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204971|65073|104|7|8|35.0|15.0|8|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204972|65073|111|7|1|30.0|15.0|1|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204973|65074|84|7|12|18.0|15.0|12|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204974|65074|173|7|80|105.0|15.0|80|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204975|65074|165|7|50|26.0|15.0|50|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204976|65074|110|7|8|25.0|15.0|8|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204977|65075|16|7|6|13.0|15.0|6|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204978|65075|85|7|96|18.0|15.0|96|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204979|65075|26|7|2|13.0|15.0|2|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204980|65075|122|7|2|32.0|15.0|2|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204981|65075|20|7|2|13.0|15.0|2|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
204982|65076|209|7|20|1.89|15.0|20|2016-01-18 11:00:00.0000000|3|2016-01-18 11:00:00.0000000
