OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
252628|80419|73|7|6|285.0|15.0|6|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252629|80419|137|7|9|32.0|15.0|9|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252630|80419|210|7|30|2.4|15.0|30|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252631|80419|118|7|6|32.0|15.0|6|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252632|80419|30|7|10|13.0|15.0|10|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252633|80420|137|7|9|32.0|15.0|9|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252634|80420|63|7|9|25.0|15.0|9|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252635|80513|98|7|72|18.0|15.0|72|2018-12-31 11:00:00.0000000|12|2018-12-31 11:00:00.0000000
252636|80421|21|7|4|13.0|15.0|4|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252637|80421|202|7|72|4.1|15.0|72|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252638|80421|86|7|12|18.0|15.0|12|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252639|80421|51|7|7|13.0|15.0|7|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252640|80422|217|7|90|25.0|15.0|90|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252641|80422|177|7|50|1.05|15.0|50|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252642|80422|178|7|225|2.55|15.0|225|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252643|80423|183|7|50|2.74|15.0|50|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
252644|80423|65|7|4|30.0|15.0|4|2016-09-08 11:00:00.0000000|12|2016-09-08 11:00:00.0000000
