OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
99235|806|3|9|3006||2017-06-27|2017-06-28 00:00:00.0000000|18544|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99236|1036|15|9|3236||2017-06-27|2017-06-28 00:00:00.0000000|10150|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99237|866|3|9|3066||2017-06-27|2017-06-28 00:00:00.0000000|12974|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99238|845|14|9|3045||2017-06-27|2017-06-28 00:00:00.0000000|16934|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99239|972|3|9|3172||2017-06-27|2017-06-28 00:00:00.0000000|12302|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99240|821|13|9|3021||2017-06-27|2017-06-28 00:00:00.0000000|18801|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99241|1010|15|9|3210||2017-06-27|2017-06-28 00:00:00.0000000|15950|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99242|446|13|9|2091||2017-06-27|2017-06-28 00:00:00.0000000|10931|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99243|926|13|9|3126||2017-06-27|2017-06-28 00:00:00.0000000|15901|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99244|576|20||2351|99311|2017-06-27|2017-06-28 00:00:00.0000000|17233|True||||2017-06-27 12:00:00.0000000|5|2017-06-27 12:00:00.0000000
99245|492|13|9|2183||2017-06-27|2017-06-28 00:00:00.0000000|17197|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99246|461|3|9|2121||2017-06-27|2017-06-28 00:00:00.0000000|16579|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99247|421|3|9|2041||2017-06-27|2017-06-28 00:00:00.0000000|11444|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99248|971|3|9|3171||2017-06-27|2017-06-28 00:00:00.0000000|15893|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99249|1033|3||3233|99312|2017-06-27|2017-06-28 00:00:00.0000000|17641|True||||2017-06-27 12:00:00.0000000|5|2017-06-27 12:00:00.0000000
99250|882|13|9|3082||2017-06-27|2017-06-28 00:00:00.0000000|14037|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
99251|565|16|9|2329||2017-06-27|2017-06-28 00:00:00.0000000|16857|True||||2017-06-27 11:00:00.0000000|9|2017-06-27 11:00:00.0000000
