OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
174230|1079|6||3279|174299|2020-07-23|2020-07-24 00:00:00.0000000|14986|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174231|520|2|16|2239||2020-07-23|2020-07-24 00:00:00.0000000|18536|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174232|598|20|16|2395||2020-07-23|2020-07-24 00:00:00.0000000|15230|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174233|23|8|16|1045||2020-07-23|2020-07-24 00:00:00.0000000|19715|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174234|1078|8|16|3278||2020-07-23|2020-07-24 00:00:00.0000000|13615|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174235|118|20|16|1235||2020-07-23|2020-07-24 00:00:00.0000000|17565|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174236|889|20|16|3089||2020-07-23|2020-07-24 00:00:00.0000000|14945|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174237|407|14|16|2013||2020-07-23|2020-07-24 00:00:00.0000000|15344|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174238|972|16|16|3172||2020-07-23|2020-07-24 00:00:00.0000000|18216|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174239|55|3|16|1109||2020-07-23|2020-07-24 00:00:00.0000000|12821|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174240|1071|8|16|3271||2020-07-23|2020-07-24 00:00:00.0000000|16330|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174241|103|15|16|1205||2020-07-23|2020-07-24 00:00:00.0000000|12849|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174242|1062|15|16|3262||2020-07-23|2020-07-24 00:00:00.0000000|13770|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174243|558|16|16|2315||2020-07-23|2020-07-24 00:00:00.0000000|10771|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174244|448|16|16|2095||2020-07-23|2020-07-24 00:00:00.0000000|17295|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174245|928|8|16|3128||2020-07-23|2020-07-24 00:00:00.0000000|16069|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174246|1034|2|16|3234||2020-07-23|2020-07-24 00:00:00.0000000|10539|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174247|458|6||2115|174300|2020-07-23|2020-07-24 00:00:00.0000000|13388|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174248|1040|2|16|3240||2020-07-23|2020-07-24 00:00:00.0000000|18722|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174249|5|7|16|1009||2020-07-23|2020-07-24 00:00:00.0000000|15053|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174250|861|2|16|3061||2020-07-23|2020-07-24 00:00:00.0000000|17912|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174251|1031|8|16|3231||2020-07-23|2020-07-24 00:00:00.0000000|11225|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174252|873|14|16|3073||2020-07-23|2020-07-24 00:00:00.0000000|16921|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174253|524|20|16|2247||2020-07-23|2020-07-24 00:00:00.0000000|15722|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174254|991|14|16|3191||2020-07-23|2020-07-24 00:00:00.0000000|17341|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174255|132|16|16|1263||2020-07-23|2020-07-24 00:00:00.0000000|15572|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174256|841|6|16|3041||2020-07-23|2020-07-24 00:00:00.0000000|13724|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174257|928|7|16|3128||2020-07-23|2020-07-24 00:00:00.0000000|13420|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174258|409|15|16|2017||2020-07-23|2020-07-24 00:00:00.0000000|16763|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174259|536|15|16|2271||2020-07-23|2020-07-24 00:00:00.0000000|15998|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174260|1077|15|16|3277||2020-07-23|2020-07-24 00:00:00.0000000|15741|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174261|1074|8|16|3274||2020-07-23|2020-07-24 00:00:00.0000000|13953|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174262|584|2|16|2367||2020-07-23|2020-07-24 00:00:00.0000000|15208|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174263|939|14|16|3139||2020-07-23|2020-07-24 00:00:00.0000000|15908|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174264|71|14|16|1141||2020-07-23|2020-07-24 00:00:00.0000000|11179|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174265|976|3|16|3176||2020-07-23|2020-07-24 00:00:00.0000000|10645|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174266|409|3|16|2017||2020-07-23|2020-07-24 00:00:00.0000000|19138|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174267|905|16|16|3105||2020-07-23|2020-07-24 00:00:00.0000000|16449|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174268|1099|8||3299|174301|2020-07-23|2020-07-24 00:00:00.0000000|14848|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174269|1012|20|16|3212||2020-07-23|2020-07-24 00:00:00.0000000|18400|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174270|184|7|16|1367||2020-07-23|2020-07-24 00:00:00.0000000|19792|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174271|1009|8|16|3209||2020-07-23|2020-07-24 00:00:00.0000000|16854|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174272|1085|6||3285|174302|2020-07-23|2020-07-24 00:00:00.0000000|18220|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174273|966|2|16|3166||2020-07-23|2020-07-24 00:00:00.0000000|13162|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174274|526|16|16|2251||2020-07-23|2020-07-24 00:00:00.0000000|17157|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174275|900|6|16|3100||2020-07-23|2020-07-24 00:00:00.0000000|14378|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174276|27|20|16|1053||2020-07-23|2020-07-24 00:00:00.0000000|17310|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174277|818|8||3018|174303|2020-07-23|2020-07-24 00:00:00.0000000|15214|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174278|69|6|16|1137||2020-07-23|2020-07-24 00:00:00.0000000|18490|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174279|8|14|16|1015||2020-07-23|2020-07-24 00:00:00.0000000|19918|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174280|431|2|16|2061||2020-07-23|2020-07-24 00:00:00.0000000|16617|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174281|871|16|16|3071||2020-07-23|2020-07-24 00:00:00.0000000|13930|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174282|1011|13|16|3211||2020-07-23|2020-07-24 00:00:00.0000000|19108|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174283|42|13|16|1083||2020-07-23|2020-07-24 00:00:00.0000000|11459|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174284|13|7|16|1025||2020-07-23|2020-07-24 00:00:00.0000000|15763|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174285|67|2|16|1133||2020-07-23|2020-07-24 00:00:00.0000000|19757|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174286|433|3|16|2065||2020-07-23|2020-07-24 00:00:00.0000000|13995|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174287|29|20|16|1057||2020-07-23|2020-07-24 00:00:00.0000000|17851|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174288|151|13|16|1301||2020-07-23|2020-07-24 00:00:00.0000000|12684|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174289|1000|2|16|3200||2020-07-23|2020-07-24 00:00:00.0000000|19509|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174290|1065|2|16|3265||2020-07-23|2020-07-24 00:00:00.0000000|19297|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174291|567|6|16|2333||2020-07-23|2020-07-24 00:00:00.0000000|11439|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174292|33|13|16|1065||2020-07-23|2020-07-24 00:00:00.0000000|19349|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174293|913|16|16|3113||2020-07-23|2020-07-24 00:00:00.0000000|17581|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174294|881|20|16|3081||2020-07-23|2020-07-24 00:00:00.0000000|11551|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174295|94|8|16|1187||2020-07-23|2020-07-24 00:00:00.0000000|12059|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174296|508|20||2215|174304|2020-07-23|2020-07-24 00:00:00.0000000|11332|True||||2020-07-23 12:00:00.0000000|16|2020-07-23 12:00:00.0000000
174297|990|20|16|3190||2020-07-23|2020-07-24 00:00:00.0000000|10830|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174298|433|8|16|2065||2020-07-23|2020-07-24 00:00:00.0000000|16083|True||||2020-07-23 11:00:00.0000000|16|2020-07-23 11:00:00.0000000
174299|1079|6||3279||2020-07-23|2020-07-24 00:00:00.0000000|14986|True|||||16|2020-07-23 12:00:00.0000000
174300|458|6||2115||2020-07-23|2020-07-24 00:00:00.0000000|13388|True|||||16|2020-07-23 12:00:00.0000000
174301|1099|8||3299|174618|2020-07-23|2020-07-24 00:00:00.0000000|14848|True||||2020-07-28 12:00:00.0000000|6|2020-07-28 12:00:00.0000000
174302|1085|6||3285||2020-07-23|2020-07-24 00:00:00.0000000|18220|True|||||16|2020-07-23 12:00:00.0000000
174303|818|8|5|3018||2020-07-23|2020-07-24 00:00:00.0000000|15214|True||||2021-01-12 11:00:00.0000000|5|2021-01-12 11:00:00.0000000
174304|508|20|2|2215||2020-07-23|2020-07-24 00:00:00.0000000|11332|True||||2020-07-30 11:00:00.0000000|2|2020-07-30 11:00:00.0000000
174618|1099|8|14|3299||2020-07-23|2020-07-24 00:00:00.0000000|14848|True||||2020-08-14 11:00:00.0000000|14|2020-08-14 11:00:00.0000000
