OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
204349|64881|11|7|2|32.0|15.0|2|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204350|64881|66|7|6|45.0|15.0|6|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204351|64881|175|7|4|240.0|15.0|4|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204352|64882|4|7|9|32.0|15.0|9|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204353|64882|57|7|4|13.0|15.0|4|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204354|64882|16|7|9|13.0|15.0|9|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204355|64882|107|7|4|25.0|15.0|4|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204356|64883|199|7|144|3.7|15.0|144|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204357|64883|211|7|100|4.1|15.0|100|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204358|64883|99|7|60|18.0|15.0|60|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204359|64883|108|7|7|25.0|15.0|7|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204360|64883|31|7|4|13.0|15.0|4|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204361|64884|100|7|108|18.0|15.0|108|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204362|64884|205|7|20|32.0|15.0|20|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204363|64884|3|7|60|18.5|15.0|60|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204364|64884|218|7|60|37.5|15.0|60|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204365|64885|224|1|144|8.55|10.0|144|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204366|64885|76|7|72|18.0|15.0|72|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204367|64885|117|7|7|34.0|15.0|7|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204368|64885|53|7|5|13.0|15.0|5|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204369|64885|75|7|1|345.0|15.0|1|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204370|64886|167|7|10|99.0|15.0|10|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204371|64886|220|1|216|8.55|10.0|216|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204372|64886|160|7|100|33.0|15.0|100|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
204373|64886|107|7|5|25.0|15.0|5|2016-01-14 11:00:00.0000000|7|2016-01-14 11:00:00.0000000
