OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
117348|37096|169|7|20|45.0|15.0|20|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117349|37096|43|7|5|13.0|15.0|5|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117350|37097|131|7|3|32.0|15.0|3|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117351|37097|110|7|2|25.0|15.0|2|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117352|37097|30|7|3|13.0|15.0|3|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117353|37098|101|7|12|18.0|15.0|12|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117354|37098|28|7|5|13.0|15.0|5|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117355|37099|10|7|10|32.0|15.0|10|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117356|37099|179|7|175|1.05|15.0|175|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117357|37099|143|7|96|18.0|15.0|96|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117358|37099|134|7|5|32.0|15.0|5|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117359|37100|212|7|40|4.3|15.0|40|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117360|37100|109|7|8|25.0|15.0|8|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117361|37101|32|7|8|13.0|15.0|8|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117362|37101|167|7|100|99.0|15.0|100|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117363|37101|136|7|9|32.0|15.0|9|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117364|37102|216|7|70|12.5|15.0|70|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117365|37102|185|7|200|2.04|15.0|200|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117366|37102|27|7|3|13.0|15.0|3|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117367|37103|120|7|6|32.0|15.0|6|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117368|37103|71|7|8|230.0|15.0|8|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117369|37103|97|7|96|18.0|15.0|96|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117370|37103|167|7|100|99.0|15.0|100|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117371|37103|218|7|90|37.5|15.0|90|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117372|37104|199|7|120|3.7|15.0|120|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117373|37104|181|7|50|1.14|15.0|50|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117374|37104|145|7|120|18.0|15.0|120|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117375|37104|8|9|4|240.0|15.0|4|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
117376|37105|113|7|1|30.0|15.0|1|2014-11-01 11:00:00.0000000|17|2014-11-01 11:00:00.0000000
