OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
212425|67605|95|7|96|18.0|15.0|96|2016-10-20 11:00:00.0000000|9|2016-10-20 11:00:00.0000000
212426|67498|40|7|6|13.0|15.0|6|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212427|67498|32|7|2|13.0|15.0|2|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212428|67498|51|7|4|13.0|15.0|4|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212429|67499|142|7|60|18.0|15.0|60|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212430|67499|205|7|10|32.0|15.0|10|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212431|67500|100|7|12|18.0|15.0|12|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212432|67500|142|7|84|18.0|15.0|84|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212433|67500|33|7|5|13.0|15.0|5|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212434|67500|20|7|3|13.0|15.0|3|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212435|67500|119|7|1|32.0|15.0|1|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212436|67501|216|7|90|12.5|15.0|90|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212437|67606|86|7|60|18.0|15.0|60|2017-07-03 11:00:00.0000000|20|2017-07-03 11:00:00.0000000
212438|67502|69|7|2|230.0|15.0|2|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212439|67502|131|7|8|32.0|15.0|8|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212440|67502|44|7|3|13.0|15.0|3|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212441|67502|136|7|5|32.0|15.0|5|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212442|67502|5|7|5|32.0|15.0|5|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212443|67503|200|7|72|4.1|15.0|72|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212444|67503|3|7|80|18.5|15.0|80|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212445|67504|177|7|50|1.05|15.0|50|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212446|67504|44|7|7|13.0|15.0|7|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212447|67505|161|7|50|108.0|15.0|50|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212448|67505|13|7|10|32.0|15.0|10|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212449|67505|203|7|80|32.0|15.0|80|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212450|67505|135|7|6|32.0|15.0|6|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212451|67506|121|7|4|32.0|15.0|4|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212452|67506|84|7|120|18.0|15.0|120|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212453|67506|35|7|1|13.0|15.0|1|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212454|67507|63|7|8|25.0|15.0|8|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212455|67507|173|7|70|105.0|15.0|70|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212456|67607|193|7|192|3.7|15.0|0||10|2016-02-29 12:00:00.0000000
212457|67608|78|7|24|18.0|15.0|24|2016-03-01 11:00:00.0000000|7|2016-03-01 11:00:00.0000000
212458|67508|118|7|1|32.0|15.0|1|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212459|67508|23|7|1|13.0|15.0|1|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212460|67508|185|7|250|2.04|15.0|250|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212461|67509|38|7|5|13.0|15.0|5|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212462|67509|178|7|225|2.55|15.0|225|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212463|67509|171|7|30|32.0|15.0|30|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212464|67510|58|7|5|25.0|15.0|5|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212465|67510|183|7|150|2.74|15.0|150|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212466|67510|127|7|3|32.0|15.0|3|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212467|67511|222|1|48|8.55|10.0|48|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212468|67511|49|7|10|13.0|15.0|10|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
212469|67511|23|7|4|13.0|15.0|4|2016-02-29 11:00:00.0000000|11|2016-02-29 11:00:00.0000000
