OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
89571|958|13|8|3158||2017-02-02|2017-02-03 00:00:00.0000000|14883|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89572|424|20|8|2047||2017-02-02|2017-02-03 00:00:00.0000000|19191|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89573|141|14|8|1281||2017-02-02|2017-02-03 00:00:00.0000000|11727|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89574|153|2|8|1305||2017-02-02|2017-02-03 00:00:00.0000000|18785|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89575|490|8|8|2179||2017-02-02|2017-02-03 00:00:00.0000000|18590|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89576|801|16|8|3001||2017-02-02|2017-02-03 00:00:00.0000000|14471|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89577|410|8|8|2019||2017-02-02|2017-02-03 00:00:00.0000000|19192|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89578|136|7|8|1271||2017-02-02|2017-02-03 00:00:00.0000000|15916|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89579|139|3|8|1277||2017-02-02|2017-02-03 00:00:00.0000000|18862|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89580|77|6||1153|89610|2017-02-02|2017-02-03 00:00:00.0000000|11277|True||||2017-02-02 12:00:00.0000000|9|2017-02-02 12:00:00.0000000
89581|419|16|8|2037||2017-02-02|2017-02-03 00:00:00.0000000|12748|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89582|550|3||2299|89611|2017-02-02|2017-02-03 00:00:00.0000000|17463|True||||2017-02-02 12:00:00.0000000|9|2017-02-02 12:00:00.0000000
89583|113|8|8|1225||2017-02-02|2017-02-03 00:00:00.0000000|13361|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89584|467|15|8|2133||2017-02-02|2017-02-03 00:00:00.0000000|17263|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89585|803|15||3003|89612|2017-02-02|2017-02-03 00:00:00.0000000|14979|True||||2017-02-02 12:00:00.0000000|9|2017-02-02 12:00:00.0000000
89586|485|7|8|2169||2017-02-02|2017-02-03 00:00:00.0000000|11984|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89587|478|20|8|2155||2017-02-02|2017-02-03 00:00:00.0000000|13641|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89588|528|15|8|2255||2017-02-02|2017-02-03 00:00:00.0000000|16388|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89589|972|3|8|3172||2017-02-02|2017-02-03 00:00:00.0000000|17459|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89590|915|8|8|3115||2017-02-02|2017-02-03 00:00:00.0000000|19397|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89591|201|7|8|1401||2017-02-02|2017-02-03 00:00:00.0000000|16084|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89592|191|15|8|1381||2017-02-02|2017-02-03 00:00:00.0000000|13795|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89593|18|7|8|1035||2017-02-02|2017-02-03 00:00:00.0000000|14386|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89594|813|13|8|3013||2017-02-02|2017-02-03 00:00:00.0000000|16394|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89595|127|8|8|1253||2017-02-02|2017-02-03 00:00:00.0000000|16349|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89596|804|7|8|3004||2017-02-02|2017-02-03 00:00:00.0000000|17496|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89597|1017|16|8|3217||2017-02-02|2017-02-03 00:00:00.0000000|10153|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
89598|928|2|8|3128||2017-02-02|2017-02-03 00:00:00.0000000|13253|True||||2017-02-02 11:00:00.0000000|8|2017-02-02 11:00:00.0000000
