OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
151434|838|6|14|3038||2019-08-17|2019-08-19 00:00:00.0000000|18708|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151435|161|2|14|1321||2019-08-17|2019-08-19 00:00:00.0000000|12086|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151436|50|15|14|1099||2019-08-17|2019-08-19 00:00:00.0000000|13298|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151437|843|2|14|3043||2019-08-17|2019-08-19 00:00:00.0000000|13801|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151438|900|13|14|3100||2019-08-17|2019-08-19 00:00:00.0000000|19598|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151439|31|6|14|1061||2019-08-17|2019-08-19 00:00:00.0000000|19695|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151440|927|3|14|3127||2019-08-17|2019-08-19 00:00:00.0000000|19206|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151441|568|3|14|2335||2019-08-17|2019-08-19 00:00:00.0000000|11740|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151442|1083|6||3283|151481|2019-08-17|2019-08-19 00:00:00.0000000|15682|True||||2019-08-17 12:00:00.0000000|6|2019-08-17 12:00:00.0000000
151443|861|2||3061|151482|2019-08-17|2019-08-19 00:00:00.0000000|10728|True||||2019-08-17 12:00:00.0000000|6|2019-08-17 12:00:00.0000000
151444|465|3||2129|151483|2019-08-17|2019-08-19 00:00:00.0000000|12728|True||||2019-08-17 12:00:00.0000000|6|2019-08-17 12:00:00.0000000
151445|848|2|14|3048||2019-08-17|2019-08-19 00:00:00.0000000|16731|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151446|560|2|14|2319||2019-08-17|2019-08-19 00:00:00.0000000|16162|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151447|108|7|14|1215||2019-08-17|2019-08-19 00:00:00.0000000|15985|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
151448|833|15|14|3033||2019-08-17|2019-08-19 00:00:00.0000000|19692|True||||2019-08-17 11:00:00.0000000|14|2019-08-17 11:00:00.0000000
