OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
485735|155050|178|7|75|2.55|15.0|75|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485736|155050|150|9|5|16.0|15.0|5|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485737|155050|32|7|10|13.0|15.0|10|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485738|155050|27|7|6|13.0|15.0|6|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485739|155050|222|1|216|8.55|10.0|216|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485740|155051|118|7|1|32.0|15.0|1|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485741|155051|108|7|1|25.0|15.0|1|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485742|155051|227|1|48|8.55|10.0|48|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485743|155051|206|7|96|2.7|15.0|96|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485744|155051|198|7|24|4.1|15.0|24|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485745|155052|84|7|96|18.0|15.0|96|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485746|155052|71|7|3|230.0|15.0|3|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485747|155053|199|7|96|3.7|15.0|96|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485748|155053|182|7|50|1.28|15.0|50|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485749|155053|12|7|8|32.0|15.0|8|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485750|155053|146|7|24|18.0|15.0|24|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485751|155053|190|7|60|3.5|15.0|60|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485752|155054|131|7|9|32.0|15.0|9|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485753|155054|151|9|9|16.0|15.0|9|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485754|155055|109|7|3|25.0|15.0|3|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485755|155055|210|7|5|2.4|15.0|5|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485756|155055|20|7|3|13.0|15.0|3|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
485757|155056|106|7|2|35.0|15.0|2|2019-10-04 11:00:00.0000000|6|2019-10-04 11:00:00.0000000
