OrderLineID|OrderID|StockItemID|PackageTypeID|Quantity|UnitPrice|TaxRate|PickedQuantity|PickingCompletedWhen|LastEditedBy|LastEditedWhen
115001|36358|182|7|50|1.28|15.0|50|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115002|36358|206|7|72|2.7|15.0|72|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115003|36358|169|7|60|45.0|15.0|60|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115004|36359|147|7|96|18.0|15.0|96|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115005|36359|117|7|2|34.0|15.0|2|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115006|36359|158|7|20|105.0|15.0|20|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115007|36359|156|7|100|15.0|15.0|100|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115008|36359|191|7|36|3.7|15.0|36|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115009|36360|21|7|7|13.0|15.0|7|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115010|36360|157|7|70|30.0|15.0|70|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115011|36360|16|7|3|13.0|15.0|3|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115012|36361|118|7|8|32.0|15.0|8|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115013|36361|134|7|1|32.0|15.0|1|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115014|36362|58|7|9|25.0|15.0|9|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115015|36362|19|7|3|13.0|15.0|3|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115016|36362|172|7|20|48.0|15.0|20|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115017|36362|48|7|8|13.0|15.0|8|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115018|36362|29|7|5|13.0|15.0|5|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115019|36363|14|7|6|32.0|15.0|6|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115020|36363|202|7|24|4.1|15.0|24|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115021|36364|39|7|1|13.0|15.0|1|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115022|36364|185|7|250|2.04|15.0|250|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115023|36364|206|7|60|2.7|15.0|60|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115024|36364|25|7|7|13.0|15.0|7|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115025|36365|128|7|7|32.0|15.0|7|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115026|36365|15|9|3|240.0|15.0|3|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115027|36366|213|7|6|87.0|15.0|6|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
115028|36366|25|7|1|13.0|15.0|1|2014-10-21 11:00:00.0000000|12|2014-10-21 11:00:00.0000000
