OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
101632|73|7|11|1145||2017-08-02|2017-08-03 00:00:00.0000000|19276|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101633|1048|3|11|3248||2017-08-02|2017-08-03 00:00:00.0000000|15461|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101634|476|16|11|2151||2017-08-02|2017-08-03 00:00:00.0000000|16209|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101635|132|3|11|1263||2017-08-02|2017-08-03 00:00:00.0000000|12646|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101636|1046|7|11|3246||2017-08-02|2017-08-03 00:00:00.0000000|12417|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101637|563|16|11|2325||2017-08-02|2017-08-03 00:00:00.0000000|14563|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101638|422|15||2043|101688|2017-08-02|2017-08-03 00:00:00.0000000|14218|True||||2017-08-02 12:00:00.0000000|16|2017-08-02 12:00:00.0000000
101639|463|7|11|2125||2017-08-02|2017-08-03 00:00:00.0000000|12250|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101640|1011|13|11|3211||2017-08-02|2017-08-03 00:00:00.0000000|12959|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101641|996|15|11|3196||2017-08-02|2017-08-03 00:00:00.0000000|12494|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101642|72|14|11|1143||2017-08-02|2017-08-03 00:00:00.0000000|12832|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101643|1027|16|11|3227||2017-08-02|2017-08-03 00:00:00.0000000|15372|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101644|827|16|11|3027||2017-08-02|2017-08-03 00:00:00.0000000|19595|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101645|436|2|11|2071||2017-08-02|2017-08-03 00:00:00.0000000|19996|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101646|853|6|11|3053||2017-08-02|2017-08-03 00:00:00.0000000|16735|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101647|894|7|11|3094||2017-08-02|2017-08-03 00:00:00.0000000|17504|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101648|912|3|11|3112||2017-08-02|2017-08-03 00:00:00.0000000|16908|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101649|807|8|11|3007||2017-08-02|2017-08-03 00:00:00.0000000|13732|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101650|583|2|11|2365||2017-08-02|2017-08-03 00:00:00.0000000|15880|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101651|187|13|11|1373||2017-08-02|2017-08-03 00:00:00.0000000|18737|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101652|826|15|11|3026||2017-08-02|2017-08-03 00:00:00.0000000|15890|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101653|175|20|11|1349||2017-08-02|2017-08-03 00:00:00.0000000|12975|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101654|78|7|11|1155||2017-08-02|2017-08-03 00:00:00.0000000|10220|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101655|176|8||1351|101689|2017-08-02|2017-08-03 00:00:00.0000000|11560|True||||2017-08-02 12:00:00.0000000|16|2017-08-02 12:00:00.0000000
101656|197|3|11|1393||2017-08-02|2017-08-03 00:00:00.0000000|18141|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101657|112|8|11|1223||2017-08-02|2017-08-03 00:00:00.0000000|13416|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101658|498|6|11|2195||2017-08-02|2017-08-03 00:00:00.0000000|14146|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101659|60|2|11|1119||2017-08-02|2017-08-03 00:00:00.0000000|14412|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101660|513|6||2225|101690|2017-08-02|2017-08-03 00:00:00.0000000|17429|True||||2017-08-02 12:00:00.0000000|16|2017-08-02 12:00:00.0000000
101661|1052|13|11|3252||2017-08-02|2017-08-03 00:00:00.0000000|10021|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101662|937|3|11|3137||2017-08-02|2017-08-03 00:00:00.0000000|17441|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101663|977|14|11|3177||2017-08-02|2017-08-03 00:00:00.0000000|16220|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101664|596|14|11|2391||2017-08-02|2017-08-03 00:00:00.0000000|10664|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101665|560|2|11|2319||2017-08-02|2017-08-03 00:00:00.0000000|12702|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101666|86|20|11|1171||2017-08-02|2017-08-03 00:00:00.0000000|12402|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101667|914|13|11|3114||2017-08-02|2017-08-03 00:00:00.0000000|10860|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101668|1070|6|11|3270||2017-08-02|2017-08-03 00:00:00.0000000|10420|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101669|1021|3|11|3221||2017-08-02|2017-08-03 00:00:00.0000000|19514|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101670|49|13|11|1097||2017-08-02|2017-08-03 00:00:00.0000000|16241|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101671|481|20|11|2161||2017-08-02|2017-08-03 00:00:00.0000000|13863|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101672|132|6|11|1263||2017-08-02|2017-08-03 00:00:00.0000000|16639|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101673|524|16|11|2247||2017-08-02|2017-08-03 00:00:00.0000000|16537|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101674|823|3|11|3023||2017-08-02|2017-08-03 00:00:00.0000000|14679|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101675|94|13|11|1187||2017-08-02|2017-08-03 00:00:00.0000000|14379|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101676|573|16||2345|101691|2017-08-02|2017-08-03 00:00:00.0000000|18367|True||||2017-08-02 12:00:00.0000000|16|2017-08-02 12:00:00.0000000
101677|581|20|11|2361||2017-08-02|2017-08-03 00:00:00.0000000|11367|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101678|848|8|11|3048||2017-08-02|2017-08-03 00:00:00.0000000|19831|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101679|465|8|11|2129||2017-08-02|2017-08-03 00:00:00.0000000|13798|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101680|819|6|11|3019||2017-08-02|2017-08-03 00:00:00.0000000|16220|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101681|554|7|11|2307||2017-08-02|2017-08-03 00:00:00.0000000|13102|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101682|524|3|11|2247||2017-08-02|2017-08-03 00:00:00.0000000|19183|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101683|870|20|11|3070||2017-08-02|2017-08-03 00:00:00.0000000|19066|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101684|1035|3|11|3235||2017-08-02|2017-08-03 00:00:00.0000000|19190|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101685|964|3|11|3164||2017-08-02|2017-08-03 00:00:00.0000000|15228|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101686|458|20|11|2115||2017-08-02|2017-08-03 00:00:00.0000000|14045|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101687|542|6|11|2283||2017-08-02|2017-08-03 00:00:00.0000000|10475|True||||2017-08-02 11:00:00.0000000|11|2017-08-02 11:00:00.0000000
101688|422|15||2043||2017-08-02|2017-08-03 00:00:00.0000000|14218|True|||||16|2017-08-02 12:00:00.0000000
101689|176|8|19|1351||2017-08-02|2017-08-03 00:00:00.0000000|11560|True||||2017-08-03 11:00:00.0000000|19|2017-08-03 11:00:00.0000000
101690|513|6|4|2225||2017-08-02|2017-08-03 00:00:00.0000000|17429|True||||2017-08-28 11:00:00.0000000|4|2017-08-28 11:00:00.0000000
101691|573|16|18|2345||2017-08-02|2017-08-03 00:00:00.0000000|18367|True||||2017-08-17 11:00:00.0000000|18|2017-08-17 11:00:00.0000000
