OrderID|CustomerID|SalespersonPersonID|PickedByPersonID|ContactPersonID|BackorderOrderID|OrderDate|ExpectedDeliveryDate|CustomerPurchaseOrderNumber|IsUndersupplyBackordered|Comments|DeliveryInstructions|InternalComments|PickingCompletedWhen|LastEditedBy|LastEditedWhen
78711|960|20||3160|78808|2016-08-17|2016-08-18 00:00:00.0000000|18419|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78712|560|14|10|2319||2016-08-17|2016-08-18 00:00:00.0000000|17842|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78713|59|16|10|1117||2016-08-17|2016-08-18 00:00:00.0000000|10356|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78714|495|2|10|2189||2016-08-17|2016-08-18 00:00:00.0000000|12054|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78715|166|3|10|1331||2016-08-17|2016-08-18 00:00:00.0000000|14507|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78716|1024|6|10|3224||2016-08-17|2016-08-18 00:00:00.0000000|15849|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78717|589|6|10|2377||2016-08-17|2016-08-18 00:00:00.0000000|14400|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78718|969|15||3169|78809|2016-08-17|2016-08-18 00:00:00.0000000|13136|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78719|14|16|10|1027||2016-08-17|2016-08-18 00:00:00.0000000|15783|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78720|578|7|10|2355||2016-08-17|2016-08-18 00:00:00.0000000|12431|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78721|1030|2|10|3230||2016-08-17|2016-08-18 00:00:00.0000000|12660|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78722|559|6|10|2317||2016-08-17|2016-08-18 00:00:00.0000000|12690|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78723|78|7||1155|78810|2016-08-17|2016-08-18 00:00:00.0000000|14972|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78724|564|7|10|2327||2016-08-17|2016-08-18 00:00:00.0000000|16041|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78725|889|16||3089|78811|2016-08-17|2016-08-18 00:00:00.0000000|13314|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78726|71|13|10|1141||2016-08-17|2016-08-18 00:00:00.0000000|13286|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78727|55|16||1109|78812|2016-08-17|2016-08-18 00:00:00.0000000|16138|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78728|199|14|10|1397||2016-08-17|2016-08-18 00:00:00.0000000|10204|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78729|960|15|10|3160||2016-08-17|2016-08-18 00:00:00.0000000|16079|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78730|105|13||1209|78813|2016-08-17|2016-08-18 00:00:00.0000000|19564|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78731|1017|8|10|3217||2016-08-17|2016-08-18 00:00:00.0000000|10580|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78732|179|15|10|1357||2016-08-17|2016-08-18 00:00:00.0000000|13119|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78733|875|14||3075|78814|2016-08-17|2016-08-18 00:00:00.0000000|18506|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78734|490|8|10|2179||2016-08-17|2016-08-18 00:00:00.0000000|18529|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78735|428|16|10|2055||2016-08-17|2016-08-18 00:00:00.0000000|16319|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78736|955|15|10|3155||2016-08-17|2016-08-18 00:00:00.0000000|19148|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78737|498|13|10|2195||2016-08-17|2016-08-18 00:00:00.0000000|16068|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78738|1044|20|10|3244||2016-08-17|2016-08-18 00:00:00.0000000|16178|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78739|922|8|10|3122||2016-08-17|2016-08-18 00:00:00.0000000|13247|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78740|593|20|10|2385||2016-08-17|2016-08-18 00:00:00.0000000|17323|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78741|827|2|10|3027||2016-08-17|2016-08-18 00:00:00.0000000|11090|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78742|510|7||2219|78815|2016-08-17|2016-08-18 00:00:00.0000000|18610|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78743|415|3|10|2029||2016-08-17|2016-08-18 00:00:00.0000000|10567|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78744|844|20|10|3044||2016-08-17|2016-08-18 00:00:00.0000000|15330|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78745|1011|7|10|3211||2016-08-17|2016-08-18 00:00:00.0000000|16506|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78746|172|20|10|1343||2016-08-17|2016-08-18 00:00:00.0000000|16259|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78747|966|7|10|3166||2016-08-17|2016-08-18 00:00:00.0000000|10751|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78748|505|7||2209|78816|2016-08-17|2016-08-18 00:00:00.0000000|12616|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78749|961|7|10|3161||2016-08-17|2016-08-18 00:00:00.0000000|12801|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78750|428|20|10|2055||2016-08-17|2016-08-18 00:00:00.0000000|17523|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78751|1038|2|10|3238||2016-08-17|2016-08-18 00:00:00.0000000|16988|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78752|567|13|10|2333||2016-08-17|2016-08-18 00:00:00.0000000|13425|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78753|916|14|10|3116||2016-08-17|2016-08-18 00:00:00.0000000|18643|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78754|851|20|10|3051||2016-08-17|2016-08-18 00:00:00.0000000|16085|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78755|408|2|10|2015||2016-08-17|2016-08-18 00:00:00.0000000|18379|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78756|889|8|10|3089||2016-08-17|2016-08-18 00:00:00.0000000|14651|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78757|560|16|10|2319||2016-08-17|2016-08-18 00:00:00.0000000|16355|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78758|966|16|10|3166||2016-08-17|2016-08-18 00:00:00.0000000|15448|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78759|6|8|10|1011||2016-08-17|2016-08-18 00:00:00.0000000|19833|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78760|502|16|10|2203||2016-08-17|2016-08-18 00:00:00.0000000|18707|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78761|868|6|10|3068||2016-08-17|2016-08-18 00:00:00.0000000|12568|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78762|142|16|10|1283||2016-08-17|2016-08-18 00:00:00.0000000|12670|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78763|548|7|10|2295||2016-08-17|2016-08-18 00:00:00.0000000|19678|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78764|67|7|10|1133||2016-08-17|2016-08-18 00:00:00.0000000|13947|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78765|485|13||2169|78817|2016-08-17|2016-08-18 00:00:00.0000000|14434|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78766|594|15|10|2387||2016-08-17|2016-08-18 00:00:00.0000000|11649|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78767|141|6|10|1281||2016-08-17|2016-08-18 00:00:00.0000000|13458|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78768|574|20|10|2347||2016-08-17|2016-08-18 00:00:00.0000000|15902|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78769|516|6|10|2231||2016-08-17|2016-08-18 00:00:00.0000000|13899|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78770|808|15|10|3008||2016-08-17|2016-08-18 00:00:00.0000000|13363|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78771|162|16|10|1323||2016-08-17|2016-08-18 00:00:00.0000000|14240|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78772|490|6|10|2179||2016-08-17|2016-08-18 00:00:00.0000000|13616|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78773|1015|3|10|3215||2016-08-17|2016-08-18 00:00:00.0000000|12209|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78774|525|3||2249|78818|2016-08-17|2016-08-18 00:00:00.0000000|17953|True||||2016-08-17 12:00:00.0000000|9|2016-08-17 12:00:00.0000000
78775|855|7|10|3055||2016-08-17|2016-08-18 00:00:00.0000000|16995|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
78776|463|6|10|2125||2016-08-17|2016-08-18 00:00:00.0000000|12319|True||||2016-08-17 11:00:00.0000000|10|2016-08-17 11:00:00.0000000
